instruction,input,output
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2022-01..2022-10"", ""ytd_sales_cr"": 9.936, ""yoy"": 0.05, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3229, ""ytd_cr"": 3.208143227}, {""brand"": ""Splash"", ""share"": 0.2732, ""ytd_cr"": 2.714433209}, {""brand"": ""Hydra"", ""share"": 0.228, ""ytd_cr"": 2.264893603}, {""brand"": ""Quench"", ""share"": 0.176, ""ytd_cr"": 1.7482081530000002}]}",,"• The beverages market in India inched up 5.0% reaching ₹9.94 Cr Jan–Oct 2022 (YTD).
• Fizz holds 32.3% share, contributing ₹3.21 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2022-01..2022-10"", ""ytd_sales_cr"": 9.936, ""yoy"": 0.05, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3229, ""ytd_cr"": 3.208143227}, {""brand"": ""Splash"", ""share"": 0.2732, ""ytd_cr"": 2.714433209}, {""brand"": ""Hydra"", ""share"": 0.228, ""ytd_cr"": 2.264893603}, {""brand"": ""Quench"", ""share"": 0.176, ""ytd_cr"": 1.7482081530000002}]}",,"• In India beverages totaled ₹9.94 Cr up by 5.0% YoY Jan–Oct 2022 (YTD).
• Fizz holds 32.3% share, contributing ₹3.21 Cr."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.765, ""mat_cr_b"": 1.059, ""share_a"": 0.3129, ""share_b"": 0.1877, ""yoy_a"": 0.0241, ""yoy_b"": 0.0188}",,"• The biscuits market in India, Alpha is well ahead of Delta: share 31.3% vs 18.8%; YoY 2.4% vs 1.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.765, ""mat_cr_b"": 1.059, ""share_a"": 0.3129, ""share_b"": 0.1877, ""yoy_a"": 0.0241, ""yoy_b"": 0.0188}",,"• In India biscuits, Alpha is well ahead of Delta: share 31.3% vs 18.8%; YoY 2.4% vs 1.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.765, ""mat_cr_b"": 1.059, ""share_a"": 0.3129, ""share_b"": 0.1877, ""yoy_a"": 0.0241, ""yoy_b"": 0.0188}",,"• Across India, biscuits, Alpha is well ahead of Delta: share 31.3% vs 18.8%; YoY 2.4% vs 1.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.724, ""mat_cr_b"": 1.038, ""share_a"": 0.312, ""share_b"": 0.1878, ""yoy_a"": 0.036, ""yoy_b"": 0.0219}",,"• The biscuits market in India, Alpha is well ahead of Delta: share 31.2% vs 18.8%; YoY 3.6% vs 2.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.724, ""mat_cr_b"": 1.038, ""share_a"": 0.312, ""share_b"": 0.1878, ""yoy_a"": 0.036, ""yoy_b"": 0.0219}",,"• In India biscuits, Alpha is well ahead of Delta: share 31.2% vs 18.8%; YoY 3.6% vs 2.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.724, ""mat_cr_b"": 1.038, ""share_a"": 0.312, ""share_b"": 0.1878, ""yoy_a"": 0.036, ""yoy_b"": 0.0219}",,"• Across India, biscuits, Alpha is well ahead of Delta: share 31.2% vs 18.8%; YoY 3.6% vs 2.2%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-06..2023-05"", ""mat_sales_cr"": 5.377, ""yoy"": 0.0338, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""mat_cr"": 1.671740948}, {""brand"": ""Beta"", ""share"": 0.261, ""mat_cr"": 1.4034025449999998}, {""brand"": ""Gamma"", ""share"": 0.2406, ""mat_cr"": 1.293853741}, {""brand"": ""Delta"", ""share"": 0.1875, ""mat_cr"": 1.0084014970000001}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0524}, {""brand"": ""Delta"", ""yoy"": 0.0511}, {""brand"": ""Alpha"", ""yoy"": 0.0293}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0108}, {""brand"": ""Alpha"", ""yoy"": 0.0293}, {""brand"": ""Delta"", ""yoy"": 0.0511}], ""lead_share_pp_delta"": -0.0014}",,"• The biscuits market in India inched up 3.4% Jun 2022–May 2023.
• Alpha maintains 31.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-06..2023-05"", ""mat_sales_cr"": 5.377, ""yoy"": 0.0338, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""mat_cr"": 1.671740948}, {""brand"": ""Beta"", ""share"": 0.261, ""mat_cr"": 1.4034025449999998}, {""brand"": ""Gamma"", ""share"": 0.2406, ""mat_cr"": 1.293853741}, {""brand"": ""Delta"", ""share"": 0.1875, ""mat_cr"": 1.0084014970000001}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0524}, {""brand"": ""Delta"", ""yoy"": 0.0511}, {""brand"": ""Alpha"", ""yoy"": 0.0293}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0108}, {""brand"": ""Alpha"", ""yoy"": 0.0293}, {""brand"": ""Delta"", ""yoy"": 0.0511}], ""lead_share_pp_delta"": -0.0014}",,"• In India biscuits growing 3.4% YoY Jun 2022–May 2023.
• Alpha holds 31.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-06..2023-05"", ""mat_sales_cr"": 5.377, ""yoy"": 0.0338, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""mat_cr"": 1.671740948}, {""brand"": ""Beta"", ""share"": 0.261, ""mat_cr"": 1.4034025449999998}, {""brand"": ""Gamma"", ""share"": 0.2406, ""mat_cr"": 1.293853741}, {""brand"": ""Delta"", ""share"": 0.1875, ""mat_cr"": 1.0084014970000001}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0524}, {""brand"": ""Delta"", ""yoy"": 0.0511}, {""brand"": ""Alpha"", ""yoy"": 0.0293}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0108}, {""brand"": ""Alpha"", ""yoy"": 0.0293}, {""brand"": ""Delta"", ""yoy"": 0.0511}], ""lead_share_pp_delta"": -0.0014}",,"• Across India, biscuits growing 3.4% YoY Jun 2022–May 2023.
• Alpha holds 31.1% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 2.005, ""mat_cr_b"": 2.583, ""share_a"": 0.1761, ""share_b"": 0.2269, ""yoy_a"": 0.05, ""yoy_b"": 0.0525}",,"• The beverages market in India, Quench leads over Hydra: share 17.6% vs 22.7%; YoY 5.0% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 2.005, ""mat_cr_b"": 2.583, ""share_a"": 0.1761, ""share_b"": 0.2269, ""yoy_a"": 0.05, ""yoy_b"": 0.0525}",,"• In India beverages, Quench leads over Hydra: share 17.6% vs 22.7%; YoY 5.0% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 2.005, ""mat_cr_b"": 2.583, ""share_a"": 0.1761, ""share_b"": 0.2269, ""yoy_a"": 0.05, ""yoy_b"": 0.0525}",,"• Across India, beverages, Quench leads over Hydra: share 17.6% vs 22.7%; YoY 5.0% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.624, ""mat_cr_b"": 0.959, ""share_a"": 0.3123, ""share_b"": 0.1844, ""yoy_a"": 0.0375, ""yoy_b"": 0.0256}",,"• The biscuits market in India, Alpha is well ahead of Delta: share 31.2% vs 18.4%; YoY 3.8% vs 2.6%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.624, ""mat_cr_b"": 0.959, ""share_a"": 0.3123, ""share_b"": 0.1844, ""yoy_a"": 0.0375, ""yoy_b"": 0.0256}",,"• In India biscuits, Alpha is well ahead of Delta: share 31.2% vs 18.4%; YoY 3.8% vs 2.6%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Alpha"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.624, ""mat_cr_b"": 0.959, ""share_a"": 0.3123, ""share_b"": 0.1844, ""yoy_a"": 0.0375, ""yoy_b"": 0.0256}",,"• Across India, biscuits, Alpha is well ahead of Delta: share 31.2% vs 18.4%; YoY 3.8% vs 2.6%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-10..2024-09"", ""mat_sales_cr"": 12.518, ""yoy"": 0.0246, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3261, ""mat_cr"": 4.081392377}, {""brand"": ""Splash"", ""share"": 0.2736, ""mat_cr"": 3.424220886}, {""brand"": ""Hydra"", ""share"": 0.2235, ""mat_cr"": 2.798020034}, {""brand"": ""Quench"", ""share"": 0.1769, ""mat_cr"": 2.2138910629999997}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0308}, {""brand"": ""Hydra"", ""yoy"": 0.0275}, {""brand"": ""Fizz"", ""yoy"": 0.0233}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0198}, {""brand"": ""Fizz"", ""yoy"": 0.0233}, {""brand"": ""Hydra"", ""yoy"": 0.0275}], ""lead_share_pp_delta"": -0.0004}",,"• The beverages market in India up by 2.5% YoY Oct 2023–Sep 2024.
• Fizz maintains 32.6% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-10..2024-09"", ""mat_sales_cr"": 12.518, ""yoy"": 0.0246, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3261, ""mat_cr"": 4.081392377}, {""brand"": ""Splash"", ""share"": 0.2736, ""mat_cr"": 3.424220886}, {""brand"": ""Hydra"", ""share"": 0.2235, ""mat_cr"": 2.798020034}, {""brand"": ""Quench"", ""share"": 0.1769, ""mat_cr"": 2.2138910629999997}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0308}, {""brand"": ""Hydra"", ""yoy"": 0.0275}, {""brand"": ""Fizz"", ""yoy"": 0.0233}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0198}, {""brand"": ""Fizz"", ""yoy"": 0.0233}, {""brand"": ""Hydra"", ""yoy"": 0.0275}], ""lead_share_pp_delta"": -0.0004}",,"• In India beverages was flat 2.5% Oct 2023–Sep 2024.
• Fizz holds 32.6% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-10..2024-09"", ""mat_sales_cr"": 12.518, ""yoy"": 0.0246, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3261, ""mat_cr"": 4.081392377}, {""brand"": ""Splash"", ""share"": 0.2736, ""mat_cr"": 3.424220886}, {""brand"": ""Hydra"", ""share"": 0.2235, ""mat_cr"": 2.798020034}, {""brand"": ""Quench"", ""share"": 0.1769, ""mat_cr"": 2.2138910629999997}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0308}, {""brand"": ""Hydra"", ""yoy"": 0.0275}, {""brand"": ""Fizz"", ""yoy"": 0.0233}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0198}, {""brand"": ""Fizz"", ""yoy"": 0.0233}, {""brand"": ""Hydra"", ""yoy"": 0.0275}], ""lead_share_pp_delta"": -0.0004}",,"• Across India, beverages held steady 2.5% Oct 2023–Sep 2024.
• Fizz maintains 32.6% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Quench"", ""mat_cr_a"": 3.963, ""mat_cr_b"": 2.132, ""share_a"": 0.3271, ""share_b"": 0.176, ""yoy_a"": 0.0465, ""yoy_b"": 0.0425}",,"• The beverages market in India, Fizz is well ahead of Quench: share 32.7% vs 17.6%; YoY 4.7% vs 4.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Quench"", ""mat_cr_a"": 3.963, ""mat_cr_b"": 2.132, ""share_a"": 0.3271, ""share_b"": 0.176, ""yoy_a"": 0.0465, ""yoy_b"": 0.0425}",,"• In India beverages, Fizz is well ahead of Quench: share 32.7% vs 17.6%; YoY 4.7% vs 4.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Quench"", ""mat_cr_a"": 3.963, ""mat_cr_b"": 2.132, ""share_a"": 0.3271, ""share_b"": 0.176, ""yoy_a"": 0.0465, ""yoy_b"": 0.0425}",,"• Across India, beverages, Fizz is well ahead of Quench: share 32.7% vs 17.6%; YoY 4.7% vs 4.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Fizz"", ""mat_cr_a"": 2.093, ""mat_cr_b"": 3.916, ""share_a"": 0.1743, ""share_b"": 0.3261, ""yoy_a"": 0.0319, ""yoy_b"": 0.052}",,"• The beverages market in India, Quench is well ahead of Fizz: share 17.4% vs 32.6%; YoY 3.2% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Fizz"", ""mat_cr_a"": 2.093, ""mat_cr_b"": 3.916, ""share_a"": 0.1743, ""share_b"": 0.3261, ""yoy_a"": 0.0319, ""yoy_b"": 0.052}",,"• In India beverages, Quench is well ahead of Fizz: share 17.4% vs 32.6%; YoY 3.2% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Fizz"", ""mat_cr_a"": 2.093, ""mat_cr_b"": 3.916, ""share_a"": 0.1743, ""share_b"": 0.3261, ""yoy_a"": 0.0319, ""yoy_b"": 0.052}",,"• Across India, beverages, Quench is well ahead of Fizz: share 17.4% vs 32.6%; YoY 3.2% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Splash"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 3.456, ""mat_cr_b"": 2.764, ""share_a"": 0.2785, ""share_b"": 0.2227, ""yoy_a"": 0.055, ""yoy_b"": 0.0282}",,"• The beverages market in India, Splash leads over Hydra: share 27.9% vs 22.3%; YoY 5.5% vs 2.8%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Splash"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 3.456, ""mat_cr_b"": 2.764, ""share_a"": 0.2785, ""share_b"": 0.2227, ""yoy_a"": 0.055, ""yoy_b"": 0.0282}",,"• In India beverages, Splash leads over Hydra: share 27.9% vs 22.3%; YoY 5.5% vs 2.8%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Splash"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 3.456, ""mat_cr_b"": 2.764, ""share_a"": 0.2785, ""share_b"": 0.2227, ""yoy_a"": 0.055, ""yoy_b"": 0.0282}",,"• Across India, beverages, Splash leads over Hydra: share 27.9% vs 22.3%; YoY 5.5% vs 2.8%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-07..2024-06"", ""mat_sales_cr"": 12.515, ""yoy"": 0.0389, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3253, ""mat_cr"": 4.070555272}, {""brand"": ""Splash"", ""share"": 0.2742, ""mat_cr"": 3.4321682520000003}, {""brand"": ""Hydra"", ""share"": 0.2213, ""mat_cr"": 2.769204512}, {""brand"": ""Quench"", ""share"": 0.1792, ""mat_cr"": 2.2431935189999996}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0703}, {""brand"": ""Splash"", ""yoy"": 0.0419}, {""brand"": ""Fizz"", ""yoy"": 0.0353}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0162}, {""brand"": ""Fizz"", ""yoy"": 0.0353}, {""brand"": ""Splash"", ""yoy"": 0.0419}], ""lead_share_pp_delta"": -0.0011}",,"• The beverages market in India nudged higher 3.9% Jul 2023–Jun 2024.
• Fizz holds 32.5% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-07..2024-06"", ""mat_sales_cr"": 12.515, ""yoy"": 0.0389, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3253, ""mat_cr"": 4.070555272}, {""brand"": ""Splash"", ""share"": 0.2742, ""mat_cr"": 3.4321682520000003}, {""brand"": ""Hydra"", ""share"": 0.2213, ""mat_cr"": 2.769204512}, {""brand"": ""Quench"", ""share"": 0.1792, ""mat_cr"": 2.2431935189999996}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0703}, {""brand"": ""Splash"", ""yoy"": 0.0419}, {""brand"": ""Fizz"", ""yoy"": 0.0353}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0162}, {""brand"": ""Fizz"", ""yoy"": 0.0353}, {""brand"": ""Splash"", ""yoy"": 0.0419}], ""lead_share_pp_delta"": -0.0011}",,"• In India beverages up by 3.9% YoY Jul 2023–Jun 2024.
• Fizz holds 32.5% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2023-07..2024-06"", ""mat_sales_cr"": 12.515, ""yoy"": 0.0389, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3253, ""mat_cr"": 4.070555272}, {""brand"": ""Splash"", ""share"": 0.2742, ""mat_cr"": 3.4321682520000003}, {""brand"": ""Hydra"", ""share"": 0.2213, ""mat_cr"": 2.769204512}, {""brand"": ""Quench"", ""share"": 0.1792, ""mat_cr"": 2.2431935189999996}], ""top_movers"": [{""brand"": ""Quench"", ""yoy"": 0.0703}, {""brand"": ""Splash"", ""yoy"": 0.0419}, {""brand"": ""Fizz"", ""yoy"": 0.0353}], ""bottom_movers"": [{""brand"": ""Hydra"", ""yoy"": 0.0162}, {""brand"": ""Fizz"", ""yoy"": 0.0353}, {""brand"": ""Splash"", ""yoy"": 0.0419}], ""lead_share_pp_delta"": -0.0011}",,"• Across India, beverages inched up 3.9% Jul 2023–Jun 2024.
• Fizz maintains 32.5% share."
